UFCSTATS_BOUT_ID,RED_FIGHTER_ODDS,BLUE_FIGHTER_ODDS
458e6de1b9ef3500,1.383106933,3.088333333
16cab4b91e2c8881,2.316,1.665370452
20d28c177a7d43a4,2.545,1.553470764
07ba406a1d0a5a71,1.332186451,3.458571429
b5608e83faac1387,1.550453174,2.515714286
536c26ef4da9ace7,1.465811728,2.8925
4c5a2a3cf2bea222,1.497246624,2.644285714
049659c5a58ebb61,2.78,1.465189174
d9c61052035c9b69,1.726665426,2.142857143
92dea6ff8f0c1b10,1.503129892,2.675
db1c5b5a710fbdb0,3.448333333,1.334983455
a3902e22c10725c4,2.585,1.53379773
26800d759ba50371,1.584521687,2.4975
860954fbe26b867a,2.81,1.454868901
71cb15f6dbdaccd8,2.010396825,1.808514009
a01524699dfa3526,1.320950701,3.58
c0dc7511452ed0f8,2.588571429,1.534535769
743f9df5bdfbcb95,2.69,1.502564103
7949430ebc47f31b,1.153103195,5.9
951d11f8684ed734,1.395028109,3.044
55e12d44e9e524cf,1.514024239,2.61
0072df705378477c,3.97,1.25298374
2592954ad51764b0,1.25423098,4.01
10e35a0667d39086,5.85,1.137222569
57d481c10c842ba2,1.78654455,2.025221219
241a307a9c3d9a21,3.774285714,1.291008738
10fd87a88178aedd,2.592857143,1.53357164
3559cab3329e5431,1.965172846,1.862630204
c92c53954903554a,1.95633863,1.854992137
bcab3ebdc21b0b64,1.213709347,4.613333333
9443197a9e0a22a2,1.36875272,3.225
dacca5ea6be14d08,1.518186678,2.635
18cfc2f58d20c0f2,1.372499505,3.17
65290fc5216c2a73,1.845637645,1.975093795
a5962421d687de8f,1.268119398,3.878571429
17a8fbfbe8d32258,1.491624654,2.76
f484290346cfcf73,1.623617369,2.37
4bb7363bb03628f6,1.441103436,2.882857143
bec66de67818a9b1,1.176165881,5.151428571
3d38022fdcb3b5c9,3.381428571,1.348980414
88ef809a0fde3900,1.365281473,3.201428571
a4bc92bfe82d0547,2.73,1.468795734
f1ffe3ba615ad7b9,2.616666667,1.522407022
2f2ac4c08e763d38,1.605516585,2.378571429
b972f998103731da,1.549270365,2.56
25137d9cc8b47f57,2.056775885,1.763399377
2aeba1cc4004d0bc,3.142,1.386378308
108140213049e629,1.733304491,2.12
a24121c70f773fe2,1.587744882,2.415714286
48db60440ead6f6d,1.419863295,2.941666667
bd057764cb51f065,1.46805351,2.773333333
a8b22e990cba6144,1.588168471,2.47
b30bb2ba5b68a180,1.981839513,1.827988814
c22d25f1febd8d09,1.3321662,3.48
b2717e8f7e7a196f,1.642934354,2.308571429
1733594124569590,1.348614821,3.334285714
8e2e14693e04bf45,1.724998137,2.2225
81b5e933186a685a,2.82,1.45501801
5b986cd7289a0884,2.156666667,1.728219569
7e3679992f2c6ff6,2.504285714,1.563712665
301b145c186635de,1.389654563,3.112857143
8c8d46d89bf899e8,2.964285714,1.408694156
62d4a918256c83e8,1.473123534,2.718571429
676f5091ce2c3c90,1.522645094,2.575714286
9f2e58bf880157b2,2.508571429,1.551409753
5014298453caf116,1.92035428,1.87383762
2037295b161c8269,2.512857143,1.551395446
00ecb8ea731e64d6,1.519243878,2.624285714
a829493aa8d25e3c,1.210330916,4.82
9984333d8933dd58,1.591997137,2.48
ab341b7bb01cdc89,1.511668681,2.675
9c354bd6ea1bf25a,1.433903094,2.857142857
f817a161eb72e685,1.945165945,1.854140787
95ca100d6bf829b2,1.496957577,2.641428571
f7e5e9fdcbff28b3,2.14,1.71345661
704e1351a64581ed,1.532489305,2.558
46c74829fb4c2dd5,1.420850605,2.912857143
8787d56f59bfb4c3,2.29,1.640409225
ec618a1214d4b171,2.58,1.53831297
635763ab6b5f0bf0,1.95346516,1.868921057
1a0b90c661fd603e,1.500533665,2.672857143
8f301d4eb8e97449,1.645255607,2.307142857
d87755257628de36,1.907418637,1.878936283
ebf204638524c377,1.911559312,1.868605638
0a5d29e380f1e3e0,1.420735222,2.881428571
d2ce61c578e67067,1.452245852,2.785714286
2a9755f4d43f3e2f,1.38040468,3.1
68b3222e977a6a11,3.264285714,1.352387807
5e3f46e6f46d5a90,1.925469975,1.882796007
82ad4eb50b3d7bd0,1.32596811,3.504285714
6a32cabbcd9b1e42,1.803238894,2.028911565
fdb7377a34603e47,1.467129769,2.836666667
83ea3c36a6f91cb8,1.473399954,2.751666667
e76c3346ad9be24a,1.590421634,2.45
8b87b341bcd130ee,4.725,1.207166715
0ed093f6aaab94d3,1.704290059,2.188333333
8d886fba9328269c,2.225714286,1.680574407
15cae38f1326adfb,2.228571429,1.679945895
3e0301367e511512,1.44545197,2.854285714
71bcafd04decc8ce,1.184123658,5.284
256aacb8cb2c4289,1.367306993,3.286666667
552973c278f08fbb,2.493333333,1.585075065
47b690fb54f2eaf9,3.06,1.395330704
3d16f99de58b9d0e,2.35,1.628953194
7206d0aa1d53e518,1.565923431,2.508333333
d2287a9cfb6b9b07,1.722466156,2.15
a1b035662f43aae2,2.466666667,1.574257816
ee85a66d86490f83,3.145,1.381308815
f5686732b85adafc,1.787984206,2.005793651
6e574bd614afffd9,2.456666667,1.58941564
dca074896265f816,1.499914071,2.664285714
dee976dde74e7e05,3.807142857,1.277421028
a2be3b3f9739d0af,1.452673561,2.826666667
dca2a0eb4cd3deac,1.392672977,3.09
c4bbae7615545c85,1.704169467,2.158571429
42a361f33cbb8d6f,2.455714286,1.573958371
37d988593cb5f14a,1.371566971,3.14
1de579eecc094c8b,2.42,1.588396897
94a3e3df3d28d8f0,1.772599092,2.040340136
ecc80630494d402a,3.084285714,1.380554361
f0d86420d88ca27b,1.346379356,3.352857143
ecc41acbd699812a,1.35435083,3.325714286
77785292d4df807c,2.078571429,1.761491527
ed6a02c8dcc6f922,1.615413146,2.372857143
e87b5c403533b057,1.217314606,4.493333333
e7ace0544d5ab596,2.931666667,1.425221992
33c8395139de7551,1.920642839,1.874362274
965989097794b22b,1.403541047,3.025
fbc7d73f7bf60b9c,2.801666667,1.460609786
b13e3620949300c5,3.233333333,1.36962987
df42fd9af4740d24,1.38060443,3.155
f327f8e59acfab1b,1.665597199,2.29
de7eec13356baebe,1.969325643,1.83692348
65b4d4be2d04bb34,2.15,1.721730231
075be81e3f92c2bf,1.623938986,2.352857143
91bb64656e13a1d4,2.193333333,1.712697115
89cb6801b51f2216,1.929855072,1.871290545
986bc0ce25dac848,1.437174379,2.875
dbfac95047e7b33a,1.966756514,1.83940409
ba5b23e7ef308883,3.615,1.309703369
a245b4d0a7861fb8,1.767107584,2.073333333
ab8b506dd2277da3,3.133333333,1.383037608
dc58af0c02a42743,1.624426859,2.388333333
4abf375aa97364f6,1.464219553,2.808333333
9a71dc94152a76ac,1.405006688,2.9925
a60ba933a7ea898e,1.394997214,3.112
6963c65b49e47277,2.936666667,1.440204446
791b8b3a475487e9,1.399428916,3.028571429
c1843fa8f113d321,1.88315014,1.898806163
95f136c07f9834be,1.48853383,2.671428571
20aa994cd23074b9,1.853458025,1.930823383
ae3ab5d1892153ef,1.299276507,3.655714286
6b7033df94818cee,1.340396156,3.35
ce6f4d06fe5b51f3,1.272661562,3.98
d1cda3a0c148b725,1.370514816,3.266666667
65ce293c20bd25e2,1.345505719,3.348571429
d2246624da1c4e38,2.281428571,1.656601754
87c73e2086214b5c,1.388968827,3.108571429
062816ff1b591bbb,1.657319559,2.263333333
6ac1478baeddaae8,3.118571429,1.378266176
5b6796a9194d339b,1.351363252,3.295714286
e4b5f0358ce7bad4,1.531459269,2.571428571
ae07b35f2797242e,1.96634659,1.826287549
fec8b9760d6bb235,1.296891971,3.657142857
72372c31dee3cadc,1.550182691,2.512857143
76e6177c401f2176,2.7775,1.497144632
d5e7fe1f5035505c,3.228571429,1.35847266
2dd864ec1a1a4031,1.270895935,3.99
0f461c4ddf70eff9,1.311195129,3.658
f825e17e7a1332cd,2.692857143,1.495038954
3ce9e07f51239edd,1.414177639,2.981666667
1fa6d636d283ac84,2.438333333,1.59602084
de2513c984996c8c,2.815,1.456495938
d59b40be94d5a609,1.480449783,2.733333333
16b0e962beb6d15e,1.995818182,1.832032702
bbbb4c62c35f5390,1.765356542,2.078333333
67afd8e69820ffa0,1.788495685,2.037063492
f06030bf27ebe337,1.362686857,3.283333333
4186686dbd9957cd,2.806666667,1.458980569
08602f790f09d949,2.538333333,1.562239646
42536a8cf2eda678,2.221428571,1.67540291
18b31990d1808419,1.651272339,2.298333333
560cec2acc9b0a13,2.715,1.481298991
04193f1fff93ddb1,1.243386243,4.125
e595cb4bfc26193b,2.33,1.636913889
a8cf22bc7d05c0a1,1.595771898,2.436666667
42e7cc48c31d8f29,1.349748354,3.375
e1563825c36aad26,1.546582297,2.555
077667e3aaf314db,3.143333333,1.384351491
376beb49aadb06d6,3.584285714,1.311525908
2a28ce0035468735,1.384233121,3.108571429
dd3ea525fe1898f1,1.227561606,4.24
dc2a3aeac1441991,2.55,1.548597459
04d97700dbdaef5e,2.583333333,1.537326652
89d39663ff1b890e,2.751666667,1.476568405
a1f4a5fcef50915b,1.265693747,3.856666667
774f7eed6b0180be,2.79,1.464301777
c67473192bda50d8,1.292158112,3.775
60d27c73e4a20318,1.259689365,3.916666667
28f57f60a46654f6,2.851666667,1.461530579
70e78fcf793bc82b,1.344470264,3.383333333
bb70048e290f4a86,1.903758078,1.893340235
de78bdd8c734e8ab,2.994285714,1.407849851
60f3232bc7a73b15,1.573925997,2.492857143
28b405fe1552ccad,1.324478854,3.586666667
8348ff428d1687ab,1.592110761,2.415714286
6d3655c731347f94,1.514585648,2.607142857
5aef2af22f5f2fbd,2.028441558,1.78516132
6d83de8d54f75ffc,1.532066507,2.565714286
eb6a55ee772dd722,2.227142857,1.674532345
81ec228bf7af0fc1,1.489743319,2.7
6f0dc5319bf900dc,1.996655437,1.823841053
eb8e4c57d131fb46,2.009926152,1.810841374
520de85f6d492264,1.924190164,1.881426363
f0e299c134cbac37,1.306032517,3.676666667
12b94f0229c30ead,1.20733065,4.631428571
9c3c0818f0c32768,1.245857468,4.226666667
4cc8bef7c487cf9d,3.873333333,1.286851083
556952a9520d0ae0,1.242166505,4.112857143
6299412d7bbfbce6,1.285682876,3.791428571
3d1a835c15fd8cb2,1.699277572,2.194285714
b0cfaf01a155985b,1.814100606,2.005221219
6617170d3659b175,1.680949354,2.256666667
7956ae951020ce8c,1.473229024,2.796666667
727c8004faed648d,2.158333333,1.730763357
c553753c64379c39,1.762803261,2.103333333
9cf91ae875d886df,1.383634795,3.185
07df55cb3cc0ec30,1.45300294,2.77
57622ac93e8d8900,1.203640879,4.635714286
33005a28b1226d15,2.685,1.48834256
ba0b95898baad200,3.476666667,1.328254154
2ebfb072b178649e,1.23275345,4.188571429
7240a9432bf2af67,3.678571429,1.296433231
1b0887e7533b9b49,1.571584189,2.471666667
35e23b1917b59132,2.67,1.495427769
a1f9a28339f5e1b2,1.852723871,1.927138081
e9fc9dcc549c7f3b,2.82,1.443007717
cd0bc692a7bce9e7,1.860739502,1.908220847
29bf7862fb1c28d6,3.043333333,1.393076976
9a18479792f990f7,2.343333333,1.619760168
b3a0fc0a945a31f7,1.261202915,3.9
06db48a74d81a15e,1.760461261,2.071666667
1878e37418f1dfcd,4.008333333,1.257369024
65ac65daa51720e2,4.231428571,1.231544391
44e24628e8eda0b1,2.418,1.603344748
9f69f6420f21080a,4.263333333,1.234982556
65270a16c25b59ad,1.518390235,2.624285714
6dc666fd76a3b280,1.863559493,1.939559557
c1039954c3457fe7,1.334924069,3.446666667
60be440e54760b40,2.417142857,1.592242038
daa06084bcc66645,1.19293692,4.684285714
16da233dcf7fecc8,1.572137138,2.467142857
91daeeeea0a83e49,2.195714286,1.68746955
6cc8c21becd17ffa,1.913535802,1.87614253
6b3038fe26a57b80,1.346263954,3.337142857
4289bcb551b07bc1,1.466843245,2.76
70ddd13934e6c0e9,1.401473643,3.008571429
41f186bffee2bb29,3.122857143,1.383610834
5ad0a7ec5e99955b,3.08,1.392826012
0212461ac95ae690,4.195,1.223268182
4d6f492092d827cf,1.479562698,2.728571429
29a1ed2c88c34fe0,2.751428571,1.464115376
d8287db48ec356df,1.668657899,2.235714286
ec20620c294a49a4,3.015714286,1.401926915
a0d1be5413e301dd,1.248613547,3.948571429
65171ae917df102f,1.422233347,2.935714286
137d7dea41cacdc6,1.353647114,3.363333333
d5d6ae85ebcfd160,1.949913043,1.867163488
34c6c06ba60a9ade,4.92,1.187742978
be79dafe6c0b7671,1.831407041,1.993392809
50ebe7915d9f0cab,1.54255893,2.565
8f4a445ccb548f15,1.625919234,2.354285714
ba2f30fb7143a6b1,2.098571429,1.743141205
9468f58f8abf78df,1.471011292,2.755714286
87cc38e9d565f819,1.744198591,2.115714286
de41ca23c9a13bfb,1.502198185,2.678571429
e516a0e035fd57f7,1.16499785,5.536
48ac0e2cf3681cca,2.515714286,1.555509962
c299ca1bc07857d5,1.348461507,3.344285714
04df2fbb108b23c1,1.681077729,2.227142857
27593cd1cda3cc2f,1.854793213,1.970800866
eb3093e235f048c8,1.313363874,3.67
68ac97071275099f,1.237461222,4.368
096d656048f85b18,1.259490143,3.964285714
03938272fb7c3971,1.854220796,1.939256177
475c55534f9e08ee,1.213582564,4.418571429
345f0bd50451a321,1.243036899,4.085714286
a39286bf0a443ff0,2.915714286,1.420988306
23243c27deb4d596,2.197142857,1.688480922
0fd5485e64712df9,1.357103353,3.252857143
74773b56e0b31c6b,1.382667377,3.107142857
09c1d4c96efd0545,1.292475288,3.741428571
295c2e1ae2d54287,2.04462585,1.784883858
5169aaf0ce80d1f8,1.579600853,2.464285714
aa4aa75f0065a687,1.914635655,1.893096703
1fb62d8192128dc1,2.631428571,1.503793608
7036a87673c98a13,1.211634859,4.487142857
9d379b41d86d7c7f,1.336226315,3.385714286
7b1d63d0e3e12804,1.591881365,2.42
8938fad6ec08499d,1.223240463,4.305714286
15b62b191eb6dacf,1.327229461,3.46
6265ffd51a18ff21,1.479295575,2.734285714
8782dca7c99717a6,1.478220113,2.74
c8fbe7ade97e2055,3.045,1.419939923
fa3294fe655440dd,3.542857143,1.317335643
e7da014d4dfc5bf3,1.440563354,2.88
89cc8f4a69e9ea0e,1.19699955,4.952
1f70cf05ec46f065,4.125,1.240751776
0f5f1f5828ebd9c5,1.656741525,2.29
11141cf97c6156b6,1.419070134,2.966666667
be5cdd4872fbd0b7,2.371666667,1.620632662
35cfe0b894b93332,1.636399211,2.33
558b54d28a662cca,1.505305562,2.675
fdc82a98c68588c4,1.225139266,4.335
5dc4552c9288441a,2.441666667,1.593532221
a7fca585b4fd4255,1.350108138,3.383333333
b4daedb1e0c4ee02,2.685,1.501858462
032a61c6f9439b1d,1.597503395,2.446666667
1fa175b6a35e95e2,1.526114757,2.586666667
38591fb67eb2a6c3,1.652640436,2.272857143
eb5b6287ba73640d,1.469159,2.752857143
d7d7c9ce3d812eca,2.161428571,1.707059299
8af87933e6409e24,2.33,1.631859458
3f7c7917a57d2782,1.289826152,3.777142857
fde66b153c65e25d,1.394241365,3.126666667
9cb967c62498ff02,1.251461381,4.121666667
cca58aece2816dd1,1.288817805,3.8
8133b11f2b7ad634,4.653333333,1.210058738
181ce41897b37352,1.182242626,5.068571429
8bd1f8cb9aa06dcf,1.903526186,1.877700045
425e856cac6f521b,1.373902208,3.145714286
cdedc8f026307dd7,1.508159432,2.618571429
d7f151f529543431,1.278070425,3.814285714
6aa873e65d880322,1.527860573,2.571428571
765a1fde5ee12784,1.592289732,2.402857143
3542b1fd47163fcd,1.457159875,2.801428571
f914dd2414f9a0ae,1.499523753,2.658571429
008d1123cc90f003,1.523607621,2.598571429
e2433610f128d963,1.211041046,4.692
14b450e4ff3c5b97,1.69030063,2.191428571
b16534d6bb279b2a,1.240819667,4.08
a730a20ab0c61499,1.744757899,2.087142857
9274af24eb96e4b1,3.215714286,1.365030706
24d92c89c893db42,1.334896682,3.401428571
5f4284409503d874,1.331564193,3.408571429
a369d5ca5aef8b25,1.226986198,4.301428571
80538f958af30aa0,2.914285714,1.423193392
63ee688385bf7c69,1.391890655,3.08
21d2958e13389511,1.268254368,3.96
8a660069ae42edc2,1.739032845,2.098571429
1a28928b8d7b4c11,1.833094513,1.968025772
f19a56ecc6c150e3,1.721515753,2.134285714
baf123a5b5fc674c,1.483912897,2.701428571
3ce9fb5e3bdee7b0,1.227499597,4.3
8aefe4de7a490de6,1.308004338,3.68
f141416b02a31f4e,3.095714286,1.388217723
040f9c9b470f3e6b,1.285946974,3.908333333
332432834ece3bc7,1.216432,4.468571429
9574c1ed9ad25816,3.222857143,1.36880072
ce05150d524a1829,2.211666667,1.70907517
0583a3d402bed6e4,1.760671834,2.113333333
3ed2190f1d604432,1.461495642,2.774285714
7360ec204d4e0e10,3.122857143,1.377528759
77862f580ce9bca8,1.423047586,2.917142857
b7799cdf8a6470ea,2.277142857,1.651209996
e623355d7f897b92,2.087142857,1.746908206
92030ef8b5796b0a,1.151033801,5.615714286
da876a1ab4b8eb48,1.251094626,4.007142857
30d0cab706e43838,1.287864421,3.764285714
3ca05de15ddd658b,2.184285714,1.696874255
3fad8fd8b6e4465d,3.174285714,1.372255368
48c6c45d9628bb79,1.704009574,2.167142857
42a353676554ecf2,1.27805195,3.767142857
9eed1b277c76f576,3.155714286,1.374088931
8208afe1e52b02e9,1.856001696,1.940633979
f0666193c544be4a,1.253743351,4.015714286
bc7743819590b193,1.360680056,3.238571429
0f22781ab4635414,2.167142857,1.702079599
db690563ae7fa070,1.323741696,3.47
5254658d4e4126c9,3.174285714,1.37095692
78294f5d5e0f2b13,1.59306421,2.418571429
39e7bb2a0842b8a1,1.29471433,3.705714286
421842986f10851e,1.710205435,2.155714286
10f54096561f587d,1.2652759,3.955714286
a117805ab030b194,1.574902518,2.458571429
f754d17d5047d536,3.723333333,1.290990829
52f77a9f9eb66ab7,1.243044612,4.168571429
2f5ced39b8208e46,1.22760137,4.258571429
50ffbc85d3c50604,2.254285714,1.667803483
89820fae001dd151,1.738817607,2.138
73fd4982ef7aae44,1.427804648,2.935714286
30c574f33700010a,2.295714286,1.641110343
206db35805bb83dc,1.736458482,2.12
b28aad0fdc0b8cc0,1.233080731,4.12
21ebc940f3dfde82,1.604894781,2.36
c302f24082239f82,1.974161491,1.808604635
72481ce1897251cd,1.350345088,3.235714286
9821faf6a5d6fd0d,2.271428571,1.642424171
25783a9abbfee4fc,2.864285714,1.426939715
381b2df85ac06615,1.316553681,3.487142857
9a3908ab337c5f3f,1.456740593,2.74
6e85d8d17c3eed58,1.277859533,3.77
f182b13c6e07dfb1,1.543441573,2.535714286
e094423979fc7c6a,3.925,1.278479774
d6d812269487071e,1.408606774,2.981428571
70995170c27c4143,1.585557625,2.435714286
fef109b9f26585b3,2.5,1.559604993
fd0c847858bd346f,1.49630698,2.65
76d18b94f580be6e,1.491597745,2.662857143
e03ec6b24fca2386,1.364137129,3.202857143
8abe79e6d300b639,1.213002202,4.52
dbe53d31f4c1ccf7,1.994563739,1.82060501
69d6d58d58cb81e3,2.941428571,1.423287463
92d0c39f0df77c7e,1.380606103,3.137142857
834968d130e1f0e9,1.202884707,4.873333333
7bb603674999e675,2.84,1.439490606
f126491f024c1563,4.761428571,1.193290224
0be68308b5d63a47,1.460152788,2.762857143
0695d1f42b1550a2,1.829594172,1.966042417
977e37adadd1b8ad,1.760776181,2.066054422
11e7f12ecb2d1597,1.341797914,3.371428571
b2a91be41c3233cd,1.178304807,5.08
c715c165cb3469d2,1.180816197,5.058571429
26cdaf7cf575f656,3.168571429,1.371838259
f4bdf10856c1760e,1.745847287,2.087142857
37e0251af7b18742,1.302203522,3.612857143
be7b9301e7c689c1,1.29137507,3.72
8360accf6f70ebc4,1.723082792,2.13
0071c5d16e6e07f6,2.24,1.666569184
fc91f1e448f35797,1.555129751,2.501428571
77c1e127c1be9983,1.268559429,3.948571429
d391ca8154bcf507,1.940547901,1.84937332
90d50fb7e2bf789e,2.512857143,1.554879788
7a37fd92b26d15c8,1.61058423,2.38
fd230ba169b3f2b6,1.468349127,2.746666667
e8a167bb84082832,2.965,1.410177383
7a4e5bcd7336d203,1.204924334,4.566666667
ca263e46051261e2,1.823428429,1.963840455
c63a050af0692daf,1.631039937,2.328333333
e7861d4e2b29193f,1.267189622,3.871666667
ba75be28158d424c,2.284285714,1.654281808
81c5c897717a1ef6,1.217690487,4.638333333
e0df5f84686586a1,1.505296308,2.661428571
796a7e1fa80af990,1.213433065,4.461428571
a7e1e349980063c9,1.442392694,2.832857143
cc3e0c5a0f868502,1.5,2.6
b616969d55fb2d7a,2.923333333,1.425061395
181429d8227794cb,1.305791266,3.622222222
e38d7761a92e1bf9,1.276620409,3.971111111
207f105716df54f9,1.816471395,2.018343987
54afe8c42e2062d6,1.537563647,2.606666667
5c827dd56a08f700,1.637089056,2.347777778
fe49ef11584415d0,1.353319413,3.372222222
d4d6c5ff6bef93ce,5.615555556,1.158898407
419d8143afbcd61c,1.243499833,4.292222222
c1bfbf5447f21f37,1.304334967,3.717777778
53efc226c8eaf768,2.401111111,1.614438928
23a75c0338d25abc,1.710532891,2.201111111
da7d7b4f20cd2af5,1.6036157,2.422222222
23fd9d50a99665fe,1.763962236,2.107777778
e8f499827178a321,1.962627902,1.860653611
6275b448b6c35f1f,1.807519928,2.041062802
cd55220a7b1378c4,1.462386226,2.812222222
bb56f4e502512ad0,1.282050333,3.857777778
c97e99ca5422f03b,1.735685561,2.142222222
05065fa2bc3693b4,1.482976575,2.74
f963d716384153ff,1.421195111,2.963333333
e5461559114e30ff,2.576666667,1.544310726
15aced6a6a61df90,1.750399426,2.13
d20dc2d68305fc31,1.304322954,3.693333333
f281a6775bccb8df,1.302501749,3.693333333
d5149f02b1ee7dc6,3.223333333,1.375608913
f602cc168383432f,1.962376425,1.860541993
1dfbdd569585812f,4.397777778,1.235188764
77185ff8b4dade6a,2.481111111,1.583006854
0f85a1d9ce42d13e,1.099879531,7.668888889
98301c092f00cb01,1.790534328,2.061111111
766dc3c5592b4d0d,1.699451078,2.223333333
27a6a6d4e3f8be75,1.382101447,3.173333333
391d458db6dae33b,1.053719858,11.175
08af25ef4252b138,1.058966838,10.71111111
d3ccf71e68480007,3.482222222,1.331456345
6ec62f8822843edf,1.132115458,6.35875
c5ce4f39269c842c,1.899674436,1.907748638
454861874ecc52d7,1.324006424,3.526666667
d2591df4fa9cc44e,1.328198434,3.498888889
4bf6b6904ec94421,2.08026455,1.776257266
4ace70bff9debdfb,1.205727368,4.775555556
8d9c71e110196262,2.001226342,1.829661063
613a288e8819fead,1.592208933,2.453333333
e5a88d0e816fd0f1,1.480719693,2.738888889
05c8aeb2806be99c,1.174925898,5.326
bc6100e6dd239db7,1.224975039,4.523
969970fbe24945d0,3.105555556,1.395541446
1cbb930fb77a3781,1.968099445,1.856318313
9c884cbc3791bf60,1.217867826,4.589
812ff38f0ed409ca,1.15155127,5.79
315b6e91a0239148,1.384990233,3.125
bb9020ac324fb706,1.289825783,3.764
0596fc5eba5c1fe0,1.302068537,3.679
b43dfe6743160a66,1.218191758,4.567
23253ebb1d86d8b4,1.147162151,5.936
0bb419537705fb04,1.307851685,3.594
1e5c66d12761d4fe,1.700401178,2.202
f26657d5018ee428,1.855422323,1.949657877
0ac25b4180406ca1,1.332578792,3.422
d1bee15e60ee6721,1.212605957,4.557272727
88f36fa2945ccac5,3.54,1.315988126
34c39a5a5917e0ec,1.396315912,3.046363636
c8609059d2d87724,1.695764359,2.193636364
dd0c8e9880c6fa24,1.453349181,2.788
2f1f16c86a8cc6e2,1.483642086,2.727142857
1b0fa021b1158121,2.974545455,1.413896058
8238f9d2fd961757,2.485,1.572347664
f23e2bed86b62462,1.575380387,2.471
9444cfe0c7c0f6a7,2.331414141,1.681064936
829b3ee4145a1ae6,1.928707605,1.874975079
eab7b76e177e1903,1.140240781,6.103333333
cd117bfce747184f,1.751634579,2.101818182
c1677875a80c2584,2.203636364,1.695087157
1c6d3ef6beb9966e,1.118769578,6.725454545
cc73c73e6e3412d4,1.634732258,2.316666667
c65f4b4c0338d0c1,3.885833333,1.271995909
ebb685a81f65ce1b,2.300833333,1.638682701
51db35a3cf225bda,1.405327409,3.0025
8da5849a6e7307bf,1.184022116,5.0175
c6b040021b4ceb0f,2.266666667,1.662923886
d22c19fd92426567,1.953281558,1.851247569
e0d92694d8a2d38b,1.518230261,2.623333333
9bfda7c26578aaac,2.527272727,1.553157851
87126427cfcaee52,1.489839985,2.719
d9a797f632686568,1.700035902,2.1925
470a3c1b89504258,1.424200241,2.981111111
c2bcdcc472228768,1.384083207,3.12
f0ca713121289d24,1.477501064,2.738333333
16a05f3c4a765f65,1.815444267,2.005683452
e4bbec619aa04dea,1.323057363,3.448
